Accuracy,Loss,Classification_Loss,Robustness_Loss,Concept_Loss,Step
0.11499999463558197,4.273584842681885,2.3581924438476562,9.026495933532715,1.0127426385879517,1
0.3799999952316284,3.1979527473449707,1.9268712997436523,3.2875492572784424,0.942326545715332,101
0.429999977350235,2.9067323207855225,1.7339004278182983,3.189755439758301,0.8538563847541809,201
0.4599999785423279,2.747919797897339,1.6615173816680908,3.332620859146118,0.7531402707099915,271
0.5699999928474426,2.580026149749756,1.4987438917160034,3.3316445350646973,0.7481179237365723,371
0.5450000166893005,2.4950268268585205,1.49981689453125,3.574413776397705,0.6377685070037842,471
0.5199999809265137,2.432246685028076,1.4582406282424927,3.6149322986602783,0.6125127673149109,541
0.5299999713897705,2.304797649383545,1.4228097200393677,3.444364547729492,0.5375514626502991,641
0.5649999976158142,2.2265000343322754,1.369166374206543,3.513169527053833,0.506016731262207,741
0.6449999809265137,2.1451961994171143,1.3014602661132812,3.689985752105713,0.4747374653816223,811
0.6200000047683716,2.0802528858184814,1.3062946796417236,3.4462778568267822,0.42933031916618347,911
0.5699999928474426,2.067660331726074,1.3119192123413086,3.4964685440063477,0.40609419345855713,1011
0.6349999904632568,2.005082130432129,1.2618634700775146,3.637310266494751,0.3794877231121063,1081
0.675000011920929,1.9720101356506348,1.2420051097869873,3.6512136459350586,0.364883691072464,1181
0.6549999713897705,1.9007225036621094,1.1776202917099,3.7294416427612305,0.3501579463481903,1281
0.5949999690055847,1.942926049232483,1.2368569374084473,3.4804813861846924,0.3580208718776703,1351
0.6699999570846558,1.8971779346466064,1.1981518268585205,3.4706716537475586,0.3519589900970459,1451
0.6949999928474426,1.8802002668380737,1.1722270250320435,3.62800669670105,0.34517255425453186,1551
0.6850000023841858,1.9033042192459106,1.2028533220291138,3.5898666381835938,0.34146416187286377,1621
0.6499999761581421,1.9370081424713135,1.2434803247451782,3.6826086044311523,0.3252669870853424,1721
0.6349999904632568,1.898302435874939,1.2088261842727661,3.6396262645721436,0.3255135715007782,1821
0.6049999594688416,1.8960881233215332,1.2318942546844482,3.5180914402008057,0.31238478422164917,1891
0.7299999594688416,1.7768408060073853,1.0623506307601929,3.990861177444458,0.31540408730506897,1991
0.6599999666213989,1.8370051383972168,1.1614128351211548,3.5717039108276367,0.3184218406677246,2091
0.6449999809265137,1.8826740980148315,1.1827982664108276,3.8761017322540283,0.3122656047344208,2161
0.5999999642372131,1.9144909381866455,1.219642162322998,3.9229867458343506,0.3025500774383545,2261
0.7149999737739563,1.7421491146087646,1.0373237133026123,3.7985477447509766,0.3249706029891968,2361
0.6399999856948853,1.8816932439804077,1.198823094367981,3.540712833404541,0.3287988603115082,2431
0.7400000095367432,1.783349871635437,1.1005192995071411,3.732496500015259,0.30958092212677,2531
0.7099999785423279,1.758108139038086,1.0326488018035889,3.987259864807129,0.3267332911491394,2631
0.6200000047683716,1.904577374458313,1.2037413120269775,3.701409339904785,0.33069515228271484,2701
0.7599999904632568,1.750944972038269,1.0601590871810913,3.6193642616271973,0.3288494050502777,2801
0.6549999713897705,1.803349256515503,1.1306936740875244,3.632946729660034,0.3093608021736145,2901
0.7099999785423279,1.8051480054855347,1.136923909187317,3.7055704593658447,0.2976670265197754,2971
0.7149999737739563,1.7760283946990967,1.0888334512710571,3.84983229637146,0.3022117614746094,3071
0.7099999785423279,1.7487733364105225,1.049202561378479,3.933397054672241,0.30623099207878113,3171
0.7099999785423279,1.7905608415603638,1.1057658195495605,3.8338167667388916,0.30141332745552063,3241
0.7049999833106995,1.7594224214553833,1.090970754623413,3.7011377811431885,0.2983378469944,3341
0.6399999856948853,1.836810827255249,1.1759352684020996,3.7551543712615967,0.2853601276874542,3441
0.6649999618530273,1.8083806037902832,1.139661431312561,3.6744773387908936,0.3012714982032776,3511
0.7049999833106995,1.832575798034668,1.148993730545044,3.8759098052978516,0.29599106311798096,3611
0.7549999952316284,1.71308171749115,1.0314173698425293,3.8747434616088867,0.29419001936912537,3711
0.625,1.819432258605957,1.1439796686172485,3.8245725631713867,0.2929953336715698,3781
0.6850000023841858,1.832585334777832,1.1253137588500977,4.155824184417725,0.2916891574859619,3881
0.6150000095367432,1.8214350938796997,1.160784125328064,3.6391704082489014,0.2967339754104614,3981
0.6649999618530273,1.827512264251709,1.1436294317245483,4.059048652648926,0.27797797322273254,4051
0.7099999785423279,1.7496600151062012,1.0993072986602783,3.7958433628082275,0.2707684338092804,4151
0.6699999570846558,1.7896039485931396,1.1157057285308838,3.7592012882232666,0.2979780435562134,4251
0.6649999618530273,1.8221791982650757,1.1652171611785889,3.7769126892089844,0.2792707681655884,4321
0.7099999785423279,1.7552621364593506,1.0849223136901855,3.759127140045166,0.29442715644836426,4421
0.6499999761581421,1.824323058128357,1.161556601524353,3.742706537246704,0.288495808839798,4521
0.73499995470047,1.7368137836456299,1.0560038089752197,3.7562243938446045,0.30518752336502075,4591
0.6649999618530273,1.8177790641784668,1.1387642621994019,3.8679070472717285,0.29222410917282104,4691
0.6499999761581421,1.8265726566314697,1.1582896709442139,3.7506861686706543,0.2932143807411194,4791
0.675000011920929,1.7563729286193848,1.076078176498413,3.844022750854492,0.29589247703552246,4861
0.75,1.7398464679718018,1.0462979078292847,4.03706693649292,0.2898418605327606,4961
0.6899999976158142,1.71688973903656,1.0611821413040161,3.780391216278076,0.2776685059070587,5061
0.675000011920929,1.7345656156539917,1.068205714225769,3.8275673389434814,0.2836031913757324,5131
0.6649999618530273,1.7648460865020752,1.0828553438186646,3.832117795944214,0.2987789809703827,5231
0.75,1.738572120666504,1.0544910430908203,3.9046623706817627,0.2936148941516876,5331
